Commit,EstimatedTime,Message,RealTime 
548149126982925dfc1668f60cf3ba7829f8720d,12,This commit contains no changed file,12
6380827bf559171c3a9eb54b32f4d9b0417a6c9e,12,This commit contains no changed file,12
e3ef8a6017765f62ef6a1149b22d14679d388a4e,13.36,,13.64
b7849e491a8585b78dc4a5c701743a29c32be8bd,12,This commit contains no changed file,12
f386836b55bd40db4be14c48b14e0cc3edbd8b1f,12,This commit contains no changed file,12
eb700f12b002cfd5c72d87e5e108ac9f5148cb2a,15.15,,13.90
aba1844bba8d2e6a8371e8390e962ba9a1ce1555,16.560000000000002,,16.09
dcadad3ba7898ca93ac849361fe4e9052762e4cb,12,This commit contains no changed file,12
e63f93a6fe948f047b7995d6380423db5c5ea40d,12,This commit contains no changed file,12
09965ed16d389de07f62c6ffdbc2786ca8b06d02,12,The build files have been changed. Prediction may not be accurate.,11.62
be56939c7588059c56e3309dff6002725511a792,12,This commit contains no changed file,12
6799719584a22f2ace7cdffe2faa650a00e805dd,12,,11.47
78dc4ae8ca40299842bada49b58c5eb700c9794c,12,The build files have been changed. Prediction may not be accurate.,72.75
3f70e5ff161289e6796b5d3a30e653069bcef467,12,,11.68
4ffd954c383da514d426c6eb3eec32d8d2f26e83,12,,12.03
e89daae96e3bfbb8f35fbc4fe552e90bd01d9645,12,This commit contains no changed file,12
c98f0766c62e2eda2878b1db860657ff88c38e49,12,The build files have been changed. Prediction may not be accurate.,13.15
0e7218880af45d50ea36c8e6346a5d687b40b18f,45.46999999999999,,47.93
81ff304af52ee417bf27926aa0eb293354e8e9e0,2484.5299999999934,The build files have been changed. Prediction may not be accurate.,2857.27
6aecd17fedf05a36f6f4c60c9a6c156b1b95e4da,12,This commit contains no changed file,12
8b686ebe680bd8733dccc0e5025d0a0f201223b3,12,This commit contains no changed file,12
9b868cf92550c3e5fb080ade5f229d83f6759526,12,The build files have been changed. Prediction may not be accurate.,73.26
394633f894a9d791e56efc7776cb61848d24c791,12,,12.54
c3e55b81d3eabf7dac1c6948b02471262bfaa655,12,,12.70
880313ba3c9f08575259771ecb257a6a11098d53,16.73,,17.59
6a6500f7a66b3ba27d3353956e3166b137300a81,12,This commit contains no changed file,12
50c8e8249120b9cf693ece7c143379e6fd64ca75,12,This commit contains no changed file,12
81f64f1d1a14c913ef0fbf2fbc0957d80c0784f6,22.75,The build files have been changed. Prediction may not be accurate.,81.64
e8955d176c4d7591ff9ac1fd5fa0c80a6dd7fea7,22.26,The build files have been changed. Prediction may not be accurate.,75.83
fd1acd3adb4e4deeac6add9c5b1cae47c5eb2a0b,25.630000000000003,The build files have been changed. Prediction may not be accurate.,78.24
2aaacd0345f560edc4a78504b8d63395e8bb6b6b,45.209999999999994,,49.23
23e95dabf6f854cfda264517c3cbdda9eef9001a,44.18,,49.95
ec26fd3ea60025c2c4a8a9b7633c43bbdaf7bc26,12,,12.81
6d2409adb958ec57a62f8ca7e393caf948e0906d,12,The build files have been changed. Prediction may not be accurate.,78.53
cfe9ac55f9c70e38e47ca931dca0787d63988025,125.88,,135.98
1dc82c6bd8466c0dac40adc781b2f037fa063165,87.07,,99.18
356caf1b3610b6cdd7e5f2ac45de8c8b105a8de9,245.9800000000001,,267.80
db6775f1278c0e6f3c719297c3d79b271cf6c8fa,153.49999999999997,,169.31
70dd85a0e8a14330a2635716f8743ee14c3783cb,17.85,,19.68
bb0ff969282567647e05bd8c23a4397f61cbf6d3,12.43,,13.22
c846e28122e1637b6f2a32ef39f76eb0c0059067,12,,12.89
63fc5beaf1f2302d1f2cbf93937a9647f7dda71d,12,This commit contains no changed file,12
3b8bbaa81a33f64809e634d98a89c9e11e99e3ac,12,This commit contains no changed file,12
04c454559dbd559fe1baffd8612d8c1e07fb25e6,456.4000000000002,,514.00
de486ef45a682a0a4fb2b0205103f260b94d9dfb,12,This commit contains no changed file,12
e5feafae196e557e42aee1fc7b25aa9dbdd0e636,67.13,The build files have been changed. Prediction may not be accurate.,100.32
5d99b8c2c54c6d7574a0c7b09c147b6b76c44684,12,This commit contains no changed file,12
060043652e6b338fb4fb5b4a0b87a10bc7f7ee1d,52.509999999999984,,56.97
b0cf73fbad2c5ff6fb6fd5a38a9439996e42ac89,12,This commit contains no changed file,12
e12a81578a2abf81e4efe74bbcfd34f280666298,2461.879999999993,The build files have been changed. Prediction may not be accurate.,2596.44
1b5d4d385c0bbb4f1f52ab1f80ae0842f899e1f5,68.08999999999999,The build files have been changed. Prediction may not be accurate.,13.29
e94b24fffddb94258359580707350c0ca1e8b7e8,12,This commit contains no changed file,12
65690ed56b1d85d9d6bb18ac936ae0aff3f4cc88,66.35,,76.54
59db1ffe0e48daee4bd92556d3b2b9a370822304,34.71,,11.92
17414afaa37dd9d19efb8e32cb1fcfd558b2b85f,12,,12.80
82e7d1c94c50c4af4880ed1b745369a6c02b9b7e,12,This commit contains no changed file,12
bb40b221bd978b1cd364780b501aedf72bd677a6,12,This commit contains no changed file,12
8792c2832400bd45abe51579dcafdb9fbcb7a0b4,12,This commit contains no changed file,12
a3004a49f1c49db5009d6c283242330d07e4b879,45.889999999999986,,53.71
728a739d2ef7c873fa85f68aa15be61d0c6b924f,12,This commit contains no changed file,12
f4344b132d2a5beaa521dad5a0ce980cfb4cd360,12,This commit contains no changed file,12
4eae3d14e27e48db3e2cc4859e4e89e659d024dc,12,,13.18
c0c0e7a7be6e2da121cba406814a6c03d198da24,68.1,The build files have been changed. Prediction may not be accurate.,12.57
431f92db2ab1c1b64ec18e53a7cc8dcf38d1a5d6,12,This commit contains no changed file,12
bcb3d0ce1f3cb17140e9934a2c40008b01f2ce6a,12,This commit contains no changed file,12
1f90f47f8bb5caaca96927c87db21a76b55918ed,12,This commit contains no changed file,12
dc6da03808dc79a8e48669e32c84ca9d151dea69,75.59,The build files have been changed. Prediction may not be accurate.,8.96
299b418356def8dd9ef2c5eb16c5cf62d92e315b,12,This commit contains no changed file,12
1eedaf88df35b8d17ea3865b0203a401006ce76a,1881.559999999998,,0.28
ce137831b2471745d340ea742ee94d62358c6f30,34.71,,0.30
d38c65bacc675e40f1291a4f736704c38575d474,33.12,The build files have been changed. Prediction may not be accurate.,12.48
e2478fb660bca86887799d248efe44635467541f,12,This commit contains no changed file,12
f09903e468b60c20a1e30cb665a5a72a8ab3140f,12,The build files have been changed. Prediction may not be accurate.,74.63
c2a63124091e565b4aba7dd4d95935fa6419874d,12,This commit contains no changed file,12
dfd0f4e93fd3caad08d94d3ebb98265b29b0be7a,12,This commit contains no changed file,12
6c1b1cd6a245611d93d9d89c89fa50456b9f62d0,12.46,,12.59
0a27e58cd97d086384df710aa7f4a3ed306583f7,12.43,,12.67
e785caa89dcecfcec015349a84a7a22da082d6d9,19.970000000000002,,12.36
e785caa89dcecfcec015349a84a7a22da082d6d9,19.580,,19.51
effa1ddd109555cfad83f621e72c8b81fd2ea71f,71.990,The build files have been changed. Prediction may not be accurate.,107.71
da668c35587c3a53fa59ea7efac071faf3330135,12.000,This commit contains no changed file,12 
17cb1cbd150e3d9c21f55980ce233c6f5c84f3b9,149.500,,160.85
bddb13b1693e03676c07624ddde9f4ade3cce022,12.000,This commit contains no changed file,12 
215aa5445dbc20dbbb6354fd97d1717806d29420,12.000,This commit contains no changed file,12 
84b126f964763a556da467e643c5aa8cc650611f,12.000,This commit contains no changed file,12 
98b27bafac13a0b4a156d3b8cef9060ab39b2646,12.000,This commit contains no changed file,12 
6d2d0fbf7c1c3ca3a081f52595d4dd1649371226,12.000,This commit contains no changed file,12 
65c927dc75d8cc3f3f3787c312a682173aa4b785,12.000,This commit contains no changed file,12 
bc193806d5079786c3e257082801c62a0819eee9,12.000,This commit contains no changed file,12 
5b08d1984b933114c760c71cbac7a7384b6749fd,46.420,,50.61
ce8fd4dc5698a4e9fff7ef22e6f5b2e30cc22608,12.000,,12.44
f1b69920ae2730a0a2e09f697bbb520caa96f488,12.000,The build files have been changed. Prediction may not be accurate.,70.97
66cd7a026991de83b7263ca4a9a9d949a553f597,12.000,,12.09
6d4ab070a4428ae722f8ff3b43fea1f0e45277a0,12.000,,12.23
298a18d2108f8b5351e3f10c065e09727fc382bd,12.000,This commit contains no changed file,12 
1cc135821d4a89895e1d3fc6fb4d737d29b59bbb,12.000,This commit contains no changed file,12 
5af8f952aefdb7b9d6d9344c167068f70fc968f3,12.000,This commit contains no changed file,12 
cd34664349e5d22a367c3e31a5abc556094b43cb,12.000,This commit contains no changed file,12 
0d5e8ff2edaa11dedab3c0e3768d884795c18da7,12.000,This commit contains no changed file,12 
638d62dea72e87162221e706af413d1133da5428,12.000,This commit contains no changed file,12 
355f0e0d5c8528ab5b98a82ad347787a747ad0c7,12.000,This commit contains no changed file,12 
b784ea19e07bc6813f071770b1c5cf6e2b5d63b4,12.000,This commit contains no changed file,12 
04d14cd7c5fc3649fba4eac1b4892248a8d8c759,66.990,,67.85
0a09239551bf9d47187b9ed4b1c5e7ae7b267be7,12.000,This commit contains no changed file,12 
07b4e3e8118d3b52d66a07cd3a77bef0902eec52,64.350,,66.59
da60022b33f433788d35ffaa3d39b47cc012f75d,12.000,,12.07
6694a0faec1302ccefc7ecb315d2094e817683c2,12.000,,12.19
2a22829d04102abbbc4f84ce277e90fcced0879a,46.420,,48.13
9f7027e4fa5885091151da5239ed5f6593ad8b33,12.000,,12.33
c2cd9fb8bf089f9e2a079eb93871ebb845ebe950,12.000,,12.12
603d923bd62573294df82b51e86a8708d5f14ff0,12.000,,12.29
af1d1d69f367ab587f9361363a3041c2424f4ee4,12.000,This commit contains no changed file,12 
d06cb9939e0ca470cb1564f4640045ba93823f95,12.000,The build files have been changed. Prediction may not be accurate.,12.09
7ed37e9603105db4da600e2d2a65c7b18a50bf2a,12.000,This commit contains no changed file,12 
1e51af3f0ac3e4109a2ad190913e140afa70641d,12.000,This commit contains no changed file,12 
9804fcbcb1a604c659844559d8c80ff8b11ccb93,53.050,,54.31
51f9cb2b20a843fb255f35aaae845aa7674db1d6,12.000,The build files have been changed. Prediction may not be accurate.,70.58
d8611b57cebeab0996d25b3d298883fc5729e41e,96.050,The build files have been changed. Prediction may not be accurate.,96.50
7cf68457da0f51d6179cb3631afb6f6ebcffb85f,57.840,,59.26
062699cf59469db71955baf9b58823bab049eb58,12.000,This commit contains no changed file,12 
f618a866de325b3cbbfc477a91546be2d5c7c69d,12.000,This commit contains no changed file,12 
97348a7292439e8a783537eefd0a4b0f029f5aa8,12.000,This commit contains no changed file,12 
255736403ec17770c6d9d9df8def51e87e31828d,34.190,,34.13
5ee0129313ce3dafba02291c9393b25a9305714d,12.000,This commit contains no changed file,12 
7673512aac35e7d456ff3ebaa2da2b9b113381da,12.000,,12.05
fb04a30b04226c32bcd0261bfc1958b772174b4c,12.000,This commit contains no changed file,12 
0ffd410b6b6d2a3085e16f17a4945fbb8736486c,12.000,This commit contains no changed file,12 
dd9311c873abd0b2ffdf4c8921e9deb45d73993f,12.000,This commit contains no changed file,12 
db3b58887f37e427fc9cc9915990261ea0f60713,12.000,This commit contains no changed file,12 
dd2146e4faff566878a460a4ae4d9f1a97ce6f74,12.000,This commit contains no changed file,12 
8aead0857f5d2d50166bd187fbd9d4a30de71fc0,12.000,,12.21
6b20abf4f9cbf27de6cca64b36afcccff1b164f6,12.000,This commit contains no changed file,12 
d703f2ea6e564c5fdb6b51715384ac9ecf9ef030,12.000,This commit contains no changed file,12 
f52e5b847e467a96c7942d1c7aaf70aa08b73823,12.000,This commit contains no changed file,12 
da50d6c17e64c98f753a3091b617b78fe9fe8aa7,173.200,The build files have been changed. Prediction may not be accurate.,207.47
0e0059d3161fce679177c5b3c9cd171ea09ad03e,12.000,This commit contains no changed file,12 
ab3e753f759a150c6c27f009d91eea3a757017ab,54.630,,55.96
f433a4bfd9f763efff5697e4a972c692b72b32ad,54.630,,52.76
3c61d71c3c85ba97deeeaa3af277f0955efdbe75,12.000,,12.29
799a1481d53cd85e7eaac2a03851649c0b8b8885,68.270,The build files have been changed. Prediction may not be accurate.,/home/ruiyinw/vtk/Filters/Core/vtkElevationFilter.cxx:54:13: error: declaration of ‘class TP’
65a09b2c6dc302bc751c6414757d3ffc8182f858,48.240,,/home/ruiyinw/vtk/Filters/Core/vtkElevationFilter.cxx:54:13: error: declaration of ‘class TP’
ea3e57a6dbb92b50fd682ae48d2775613c1001d7,12.000,,/home/ruiyinw/vtk/Filters/Core/vtkElevationFilter.cxx:54:13: error: declaration of ‘class TP’
6b31b8bcad429b350714c98db93e8b6b5d1d57c6,12.000,,/home/ruiyinw/vtk/Filters/Core/vtkElevationFilter.cxx:54:13: error: declaration of ‘class TP’
fb4c5ec8f52786924d3c3babf80f9ce296f15a46,12.000,The build files have been changed. Prediction may not be accurate.,71.74
4a119cb46e97394fe7bff13fc44ddde645eead2e,12.000,,12.11
b0deaa4d9f4f7fe74f581c575660cd3cf958cb92,72.190,The build files have been changed. Prediction may not be accurate.,106.65
1d7ae9e799564c71a26f985a3531551a7e51a605,12.000,The build files have been changed. Prediction may not be accurate.,69.84
53bba21a52a22a6a0d82b2a5d3e1fb94e1d91ca6,12.000,,12.21
dae6f716e769cc54f481f9c7ca1e938a5938fd1f,12.000,,12.00
c8e7f7bd3da26db68d942779394dff4858305510,12.000,,12.14
3891a886c2dd7ddf6e98dc29e420d2ac321aceff,12.000,,12.01
2086de24126521d84efeb4ede1991f68fca1d334,12.000,The build files have been changed. Prediction may not be accurate.,71.38
3459fd9182edfa53bdf4c5bd6522e7b62524339f,83.410,,86.54
0be93d40cf58e71b884f9b1d665150ff9b685fab,12.000,,12.09
d33ae4dcd3323a0b1635e993cbe3f6866adef453,31.200,,32.53
88e3b197b42f626aef35aa38102f937eba1d3d16,19.110,,19.04
0dd022b8371aef30850bd69c248bbe9708bc77c4,12.000,This commit contains no changed file,12 
0038398a1a1b9c54eead92563c66b30173cf47c0,45.590,,45.83
4f450d14ffd7776637e932e731d739cc95237186,12.000,,12.01
93d1882874d9eb610d530afaa769a71f37d5677f,12.000,This commit contains no changed file,12 
175a4c4305dc15e0031711b5f6c9d2cb3cc597d7,12.000,,12.24
41185bbe140cde8d77131de76cf86bc66b8dde8c,12.000,This commit contains no changed file,12 
0589e57d9a9bef10d4cb3a4555db0b8c494dac9e,12.000,This commit contains no changed file,12 
a7996f418f2e1375aa91cbd98ab952a7162b4a26,12.000,,12.03
254470f0bae9ec6363924547bb924c4abd86d1d2,12.000,This commit contains no changed file,12 
dab78865921042aedf17a319777d1967a465a4c3,12.000,,12.17
698963f1a5fb195d753e7c2496636923b03e0ab1,15.910,,16.11
55a445b501d5eb54ada65f18b1070e681233ca19,69.840,,68.74
3d12010f574b33e53fbfe8cb9ebaca6292112840,12.000,This commit contains no changed file,12 
3d11e97ef544d0b023186f5a3831e18730168d5d,12.000,This commit contains no changed file,12 
12cbee2cb45354c539687bee66bb967fd3f1d0ae,12.000,,12.14
74286c0262eeebe98552485e9b664ccd86429f84,12.000,This commit contains no changed file,12 
3bfe991403c454aefb3ce8d91ba910654cb85f8a,12.000,,12.05
3ae7dd3a106d6b59380e35dfe6962a8c849316c8,267.890,,278.59
eaf0f6ac1bc2f65770adf5ff6f17759485cd8072,106.950,,109.32
86f7895b79ea5e34950621f0d45ca09b12f078c0,74.610,,76.85
f225218115ef149af47894c2728c51a288fe4719,44.780,,45.13
4bc94e80c74af652dd691dc1857a27ce9291ad7e,44.780,,44.65
e29a8660c68d93b4bd2077f066571b68e3f82bb0,12.000,,12.13
590fba857493d5b8fab811660ed3e99869292bbf,40.550,,41.63
42e4eb0ffd609a2f94834e671ddc919d5f3f363d,12.000,This commit contains no changed file,12 
55ab30f9d027d0333c3529dce9ae8ed652e871ee,12.000,,12.02
f2e626cb6b5ee0c44742bf306a34980d45c0c732,12.000,This commit contains no changed file,12 
74e7a5ec7fd2b48dbcdad0f84edaf6998f25e3dd,12.000,This commit contains no changed file,12 
c7ebe5bc87cfe5cc4acbc6f5be954d4a540eba40,1620.580,,1663.17
77f566a42d437c935b57e45d2e2fa33ad0aebedf,52.270,,52.29
dc80f419ed659e2b6260a72f1b80cc6a5cd314cf,96.400,The build files have been changed. Prediction may not be accurate.,96.50
46fd7f4ff73aac0813c4f81b955157ad9f984c9c,47.520,,49.20
2e0acc8d33dc3db50d0c98c3671dd7541cc4f2da,12.000,This commit contains no changed file,12 
562c644ebe2577e79aacc8081055eebec9d7e9f1,12.000,This commit contains no changed file,12 
d71e45016bf03e43a4cc8ddbf77be829d8114acf,12.000,,12.11
c0b6a7c9dd5975a7866163c48e7e03647d3f6fa5,16.600,,16.71
f9b4ba9b029176b17fea635f6074f793594d0a3c,26.130,,27.53
09633c16fc7eb1e07381248f67e3382f1abbdb55,12.000,,12.07
92220d4aa0255475284a064e30b8389b6d7c0f88,12.000,This commit contains no changed file,12 
f2fd417af9fdb4d92a87f3bd5e2cb888a82b0883,12.000,This commit contains no changed file,12 
9656347aee1830fc75a7ab79fabfead5d7518aad,12.000,This commit contains no changed file,12 
a423aea1b0729e7fecbd2b04e983eb589f59b86b,12.000,This commit contains no changed file,12 
c5c1880ab61b37fa931f60ad359a0f1e4ee308c6,12.000,This commit contains no changed file,12 
874b1ddcc908f74a157e86a8fb460efa68c375de,12.000,This commit contains no changed file,12 
5932419eaa5d8ab978d838358b5b964a32f0e7a4,17.870,,18.20
2e2d32aead67ca810a8d98b9f30d7d37b87bcca8,53.780,,55.97
5bf6e9024a7f8ef91185f299ab3fe9f95531b71c,66.760,,68.01
ef4e62325c8efacbae039b9a1d7bec2cf4c9fa5d,831.830,,850.71
8b91c6e254965a5beaaf22ef065eaf5b006857c3,28.080,,28.90
917752601d9b791b603c7d004c0d74d2b83c20c7,21.550,,21.42
6f0c543fa21fb1d39160c981b42d4a5ff9354ba4,12.000,This commit contains no changed file,12 
ae56f16893055267e483ce688ec278b50c2fa1f6,12.000,This commit contains no changed file,12 
88ad1296f50204bbac6211dc98a3acad50ee7940,12.000,This commit contains no changed file,12 
24ba3f80dc14be4f6999d5c8f087fafea45fa926,12.000,This commit contains no changed file,12 
896865cf22984714fd1cb8fd76d464ca4bab3538,12.000,This commit contains no changed file,12 
078f80b134d9de92216c2a8b2d5327a3da73ae00,19.230,,19.88
96b994f163c05634e0d5641d3eaf1d4c8e2708b0,12.000,,12.31
c66b00ab34dad326d5dbdd7a26639b15a75a3c47,55.140,The build files have been changed. Prediction may not be accurate.,86.53
7e71d35d708697715c574c506eb0a058cbd8d594,12.000,This commit contains no changed file,12 
0ff02aad8141d9efadbc74276f20002c10ade5bb,89.520,,90.07
aa4e0d02d884a9aeb4cfbedb6868e52015a0baf7,12.000,,12.06
c7d7de2832fdf6de3781156c44ae504442a523ac,12.000,,12.12
80db62707523c02c37e18312612c0a99ed6a9498,12.000,This commit contains no changed file,12 
167b8bd9d59077f0d13788259ebfbb1b3e655beb,12.000,This commit contains no changed file,12 
61d9f7ae27c78ae6b418947d2dd53c4ca7d24df7,29.080,,29.81
e665230b473205b809cd69e650039ffa5c062003,65.490,,67.71
7a99bbb162c17f46d647b791d03e12b1448c7a6f,12.000,This commit contains no changed file,12 
57daf0bcd1c32991bfec60902085eb9bede814b7,12.000,,12.20
db9ac320b223af3a3eb963895f41faf1123ae150,12.000,This commit contains no changed file,12 
d25867762a30c5478c658e8f318f70113d538959,12.000,This commit contains no changed file,12 
a6ec431bc57e47db8f8fc1b7194b7949dd46a7f3,12.000,The build files have been changed. Prediction may not be accurate.,12.14
22fc92d6c85e0f9c31133515528dad248c076369,12.000,This commit contains no changed file,12 
23c99615a635b9a1ef45c5c97126e1b5d7bb2923,12.000,This commit contains no changed file,12 
943c48c78b4c720d01cb2cd24a6028fb7093330a,12.000,This commit contains no changed file,12 
ae48313cbf15a0744aad893c1c19ef09e10560b9,12.000,The build files have been changed. Prediction may not be accurate.,11.99
72c0e640b4226536cabb1dd0feca01d9c42ed730,19.760,,20.81
eee557a65061575eda52edfb15cfd88d65b48bc7,12.000,This commit contains no changed file,12 
8320da244d6d4b631eef39ff77e2f190fbe1b0fe,12.000,The build files have been changed. Prediction may not be accurate.,12.20
d6f7466d5fd1a2861a84582f8450ba5959f8bee3,12.000,,12.38
f705958923ce323ac7937bba76ee9f06138b8eab,12.000,This commit contains no changed file,12 
48fb792e0f5c91a5c3186b6519a944619cc375cb,12.000,,12.24
13e4095de672ce380dfd0aaf634d7d9179e38b72,12.000,This commit contains no changed file,12 
bff7ff5d6dff10b5d39d9cea16e38c0d047c2a61,12.000,This commit contains no changed file,12 
d2013691999c8978b84db1623b905e8eff2d3035,12.000,This commit contains no changed file,12 
d6a3449a43dabd1a375957dfbfa75a5aaeb8dc71,65.490,,67.74
04db68834971246bcfaef3c0cfad68e0c7117e49,12.000,,12.25
1816c05a2a5c6f56c140dfa28354d4aac4f2a041,12.000,This commit contains no changed file,12 
1ab26ad6e98ea92f4ab78b82324146c30d873897,12.000,,12.26
5b2d8b8e6687b5c69aa873b036155e8a1b89b933,12.000,The build files have been changed. Prediction may not be accurate.,12.04
5c05c9152388cbb3e5c44be681818a6f70798981,44.780,,45.72
dfe3dfb7cfbd3335d130e06ae34edf549e5f443a,12.000,This commit contains no changed file,12 
1f890b9bfa5e45cdfd748f9147225907c980da00,69.110,,70.38
26ad0555f08e9bce359305bfd96cc608b2681620,12.000,,12.18
b1f2f2c7cc9d53853390dd20599455584c28aca6,12.000,,12.17
9a1e465422df57ed1823e69cc286f1d2a5f05401,12.000,This commit contains no changed file,12 
8b32c4d30e18faf8a044f1b729973250e805da2e,12.000,,12.26
4edebb396efc533b6c2124a303f54c1df271b703,12.000,The build files have been changed. Prediction may not be accurate.,71.07
1003d4f57b86a792b639a024443bce2d12236199,1970.480,,2025.85
a1fdb774e867665e9f05a4ffd7e6c524b6b931d6,12.000,This commit contains no changed file,12 
f12dce3b14e85f2cc944bf672b6560b1f202650f,12.000,This commit contains no changed file,12 
f9c1d6c2d609ab928e47df46588d96e20787f70a,120.890,,123.79
6f284f4f363f411413a5750003498dfe197914ae,12.000,This commit contains no changed file,12 
db62b85e23941603d127584ed69f6ced356baccd,12.000,This commit contains no changed file,12 
b7308b03029a66ce74b3fa3ec3ca0c7d8f4f54a3,12.000,,12.24
dda6f307d97098cea5cbc9959d08241851232355,12.000,This commit contains no changed file,12 
ac031ed42a939f8f79f827def05a96995068cb62,12.000,This commit contains no changed file,12 
fbe63a11a726a0bd0d9814a6b8aec3d05ef86260,12.000,This commit contains no changed file,12 
3dc9e25a4e222c13b5e2b9be54b4ff3f3d0905a6,12.000,This commit contains no changed file,12 
ddde6eb892d84af4fef25de566d2783ca0cded33,12.000,This commit contains no changed file,12 
4685181eaa30194d03dd81062986c6ac55a832b9,12.000,This commit contains no changed file,12 
9d6e56d0b3209eaf2c09f4b79b684a4682e8e9fa,12.000,This commit contains no changed file,12 
d3eb40431868497b1b6fac86ba0d2da257ce2fa9,12.000,,12.22
9773af7baaea5d91808c241b51f29b4085e051d4,12.000,This commit contains no changed file,12 
2d92eb8a69f503094b60bdfeebc3b2c969ea5c2b,12.000,This commit contains no changed file,12 
7d1f8a3e87909a8875faf5988db801a589326969,12.000,This commit contains no changed file,12 
560031870ef6d16e27df3518ba9aa146c2778d58,12.000,This commit contains no changed file,12 
e3cb7d5ca62e2c8fa75212cad56085e0fc25d71e,12.000,This commit contains no changed file,12 
5b0e258eb6bf8ddba968b1dd0dfd4a9ebbd00718,12.000,This commit contains no changed file,12 
0b726b0652eaed3e958fac81d5f009fb18226d3e,12.000,This commit contains no changed file,12 
c96458b925aa088707cc9a548c78e38acb7f616e,12.000,The build files have been changed. Prediction may not be accurate.,12.33
e1ff886678728065790e13c3afae5585128bf1a3,12.000,,12.38
16bb32d4c4e198749c0cf84291f603ea28f0d823,12.000,The build files have been changed. Prediction may not be accurate.,12.37
f2aebb8674f6a203033203574e21804b3ce61bcd,12.000,,12.47
9a7664086b6f6cebbccec54bd5592e6535739f41,15.350,,15.86
bb9d1adc5d6c153f05cbdec033ac5d3b96bcf8ef,12.930,,12.27
085b6986af7bd99f9f04fd1904b8aaff86e0fcbf,12.000,This commit contains no changed file,12 
44e33c4a219d83009e55a46eb41bb4b431eab905,12.000,,12.24
e2d88be28602cc29f58390ed6ab7bf21b8a86a18,12.000,,12.05
091552c1a3749e744927e7d7cebe2b174c13d7dc,12.000,,12.37
33fc6cf09997d82e759dae135c8bd2e50753c8f7,12.000,This commit contains no changed file,12 
65533f12ccc895602cb78b98cea24b9cff70814c,12.000,,12.22
45b6845a86fea68a76786ad1a4f837610e064dac,12.000,This commit contains no changed file,12 
a6becaf66191c099ea56d756459c13fbd4563282,12.000,,12.35
edc24bde3d846e52921897b164859461742dd4db,12.000,The build files have been changed. Prediction may not be accurate.,12.17
49cca5cfcd2c42abfdf8dcc58cd0433d2601abed,18.890,,19.12
db578abf6ecc997874de457dd949d3f004d28dd4,12.000,,12.28
f09856c4931808756691c04f4f48b3d9c8cb61c4,12.000,This commit contains no changed file,12 
08b09a16815049bb7cbbbe58935598dd0ebca842,12.000,This commit contains no changed file,12 
dbfbd7ab995c8b46defde17efdd5eaa935a24531,12.000,This commit contains no changed file,12 
f1ad92ce4183a827dd17f62af790270e8234f66b,60.830,The build files have been changed. Prediction may not be accurate.,119.64
4b3c928a2a2abba5713d33f4c979690db87468bf,12.000,This commit contains no changed file,12 
13a4f1c73c6829824cb51c001c549bc693f92a8c,12.000,This commit contains no changed file,12 
a2f862953775670a42f36c78d8a52dcfee74b3d9,12.000,,12.11
d243de7c2777c6dd3f0b286f2d3aed3501241f4d,12.000,This commit contains no changed file,12 
e63d8302fa1249b9113b22421d518d79a8337ab2,13.590,,13.85
d45f8a1fa284428be74095a4e808f98d6b37eb84,12.000,This commit contains no changed file,12 
beee541e8e5456c4375327b2fd7d1f0fe5a50d7a,12.000,This commit contains no changed file,12 
1b29adcaaeacbb21378705a291fab1e2b47e9d93,12.000,This commit contains no changed file,12 
e824982b9db10d8797570917c8ca0a91f57e4b03,67.610,The build files have been changed. Prediction may not be accurate.,109.86
de42d27fe3c2bb8662005d702ded16a76dcd2f30,12.000,This commit contains no changed file,12 
8e985342d10325d34e9458ca22764389721455ba,12.000,This commit contains no changed file,12 
5119521f35d0079dfb064effece4c74f422a0884,12.000,,13.26
0f93b11d3dec2d1b803a397031c6cce8f89f9b57,12.000,,13.14
4eac6a22c9993fe086b60f372b609b390233d427,12.000,This commit contains no changed file,12 
6d6ea87e1a1b2031b044ac1d7fb7c9333bd56e7f,13.590,,14.25
cef6a6f9d9a1c9881c07c78e8f41ad4aa6b6af7f,12.000,This commit contains no changed file,12 
871aa6973f885891e0371708b948a24f5510987a,12.000,This commit contains no changed file,12 
e08097669b4aebd903c35db9510e1a63b87bcb8a,12.000,This commit contains no changed file,12 
b8e5be00913109ee3ca88b16efa0312efe7e4e74,12.000,This commit contains no changed file,12 
49efb6aeba660778b5bfdec4bca7aad511feb32d,72.250,The build files have been changed. Prediction may not be accurate.,2.47
b850d017c88db14be214ca984d40d382b82af709,12.000,This commit contains no changed file,12 
083f7a8fa32b6cf3c3d66da05bd4f4e1e98a25b5,74.320,The build files have been changed. Prediction may not be accurate.,4.94
4f297425a65970277c03237c571e32c1a5d29012,12.000,,0.35
cc82a84442ca4ce475176902dc4f2496272d0233,12.000,This commit contains no changed file,12 
6b0f16c92bc7c0b78022902af885d450f2acd362,12.000,This commit contains no changed file,12 
4553664649233652d405861608a7f4991cdd68d2,12.000,,0.33
b7666333c484406ff1aef256fcece6ef968e0b02,12.000,This commit contains no changed file,12 
76d747778fd50ffa17eea753323b02be04100f27,12.000,This commit contains no changed file,12 
212e9425e216e5db67c9aea4b7a29868f9bb6cc2,12.000,The build files have been changed. Prediction may not be accurate.,12.87
