Commit,EstimatedTime,RealTime,Difference,Message
7ab79b3879fa8b336ba3047f2399f26e1601f68e,12.66,10.64,2.02,
448e01353abba452148b7547eaa255b0555ae575,5,3.74,1.26,
c50bb218de95e1f4278fb1b4ad5f300b13364b85,5,2.98,2.02,
db4df9908e0137c14f5aeeefba899240c4724970,16.29,13.81,2.48,
228ad1ed9cf9eb64ac16475e902ff5f861d60c10,5,2.81,2.19,
0a10d38d1533d7944bfd10552c5df9a3cc771d8c,13.35,10.53,2.82,
42463b840fb953e4663384a3911df2cd643ecf08,13.35,10.24,3.11,
0e5365997179def68797cbaf5d1a0961bef2ad00,5,3.05,1.95,
779b5c9af00d42bcf4728270a3b5a983998121eb,13.54,10.59,2.95,
25a7c817d3cbef8b6508b44bca6d0b01ca77916b,210.08,215.15,-5.07,
90808a02796449615947e49ae57f5f4fa2e404ea,12.92,9.92,3,
1ac2a606fc10dd8d0e880902bc428ae406beb70c,12.61,9.62,2.99,
751d3f00a8f4162d486658cf640d94a7a9486360,5,2.94,2.06,
4d74ca4c3ad3c9900caf320b39433e68a7db8465,5,2.75,2.25,
1c6e6671d106a45a0f30d5ca6427ebf0cc26abf5,5.2,6.96,-1.76,The build files have been changed. Prediction may not be accurate.
503e3147485a8d21ec9915b5df4c2ba4e2c4284b,5,3.57,1.43,
236e8040b4f8fbf213374ce398ecf29ce011f47c,5.29,6.28,-0.99,The build files have been changed. Prediction may not be accurate.
0dbc81c73ae19310f477e4888f4d4cba8474a846,235.68,231.81,3.87,The build files have been changed. Prediction may not be accurate.
6f1b574ceab74a043d24c24d12b2cfb47e5f8228,5,7.29,-2.29,The build files have been changed. Prediction may not be accurate.
86a7c864b32cc8532df2b57f59526c11be507657,5,5.15,-0.15,The build files have been changed. Prediction may not be accurate.
ee718d352615f8417683f99fba6d0d08a33760fa,13.27,11.88,1.39,
863bffdac7f08815e4189bc881cb0c26d98d96c3,12.72,9.36,3.36,
df352203d6eb06355e4de40006236af64181d9d6,18.75,14.88,3.87,
2bc32606c73ccb66f86444b60bf0eabc9c959fb3,13.49,10.14,3.35,
2331437df3fa3c28649f6b318ed980bd9462434f,167.39,151.52,15.87,
7dd9ffbcfff3561d2d1bcd247c052e4c4399623f,5,7.12,-2.12,The build files have been changed. Prediction may not be accurate.
d0219f25970c740ac1a8965754868d54bcd90eeb,229.84,227.23,2.61,
89bda59170b662d65f91d36220492cc890dafa0d,229.84,215.96,13.88,
41bd8c90aebb0fd6de0735f52a3e9e99e67a5eed,5,3.02,1.98,
adfd1847763f71c79424386fd31e31693ea7f599,5,3.18,1.82,
d52625a94a816fffb880b8a85f3bfd4c35d02b99,5,2.73,2.27,
f87fd39cf32cfda40dadaf1c8906cfc5c0518b06,230.15,80.3,149.85,The build files have been changed. Prediction may not be accurate.
a036bd38a574f38773d269447cf81df023d2c819,5,2.81,2.19,
e93aaeb5333829fb94693223487c5baf77eb251d,91.16,74.44,16.72,
0d4f6afcdf4e342b69383bfc022eed620dd1c3da,5,2.89,2.11,
4dae2d8289afabb59e3889118c392a09efea18a1,16.73,9.41,7.32,
556705cb9c826d70c043d67a87d997f82e2a559d,5,2.87,2.13,
af0a47701db53ccf68211582a1e3f31e2836d4f3,234.26,225.64,8.62,
263aac125e3dfe26aebc6ce7bc0ed39889f19933,5,2.96,2.04,
50d704ab8fadf714f814fff9c8091a64cf72beb5,5,3.12,1.88,
3bb8294e00608238c2a28753425c9ce332c2bc0e,16.83,9.76,7.07,
144a87a643a619ff82a3acaffa6ac3761bc5db1f,16.83,9.79,7.04,
6dedc0364afeafac3bbae7ecbb87249234a4ca85,16.83,9.97,6.86,
31c45cb6aeb06d59b731fb725beeee17ed851475,15.97,11.04,4.93,
51ed0f040505914d9be09f01b2b567d69df57ae4,5,2.84,2.16,
975cb9108543fb5c8b1146f74350ef4c6f1cd888,5,2.98,2.02,
ad0f340c273e3c6bac01bbc1eb41652903150f70,16.83,9.78,7.05,
2ac7c5a6fb3c4f169ba5b44df762f7dc43504bfa,234.45,75.49,158.96,The build files have been changed. Prediction may not be accurate.
bf33f1d98d91e9326f04d56e1c3576baa886ae1d,5,2.63,2.37,
419f57137ad1eaaa34ed41c23b5077642ca5b06c,5,2.56,2.44,
75eaf5091c07572f0bac2756821f228d87916df0,14.39,9.95,4.44,
05aafe2cff5aab63c6c8d51261549b395f54bca6,236.49,202.26,34.23,
01baf396852bf9e31625260ccba939bf4f539f5e,5,2.63,2.37,
8fccf8e4e3ae87f3c1069270daeb2a59a40bf89d,197.7,159.4,38.3,
0b84596f6e8dc830e7f90e7501a036a16c7c31e3,5,2.55,2.45,
212e4232e7520b2e328e3e965ed792e17b12e144,5,3.01,1.99,The build files have been changed. Prediction may not be accurate.
8ece2de964c01b3428f16766f199b58f0bc67212,12.59,8.82,3.77,
7c6d29967e2c5d151d161596a1848f984d1c2845,5,2.54,2.46,
128c413261f60c044aca14895ca2c5d2574d791e,80.38,69.83,10.55,
4e631d2e5fd2d7d27b1ca5e2edd6a4d95c83566e,140.68,126.28,14.4,The build files have been changed. Prediction may not be accurate.
e5e08ebedbc1dd97d19f2504d43619991b1e52aa,12.32,8.51,3.81,
dc4361f4cb49f376993129fea6768a978a28711e,5,2.61,2.39,
b7e29730482dd2d5e88c3448c6310b6849c0a3cf,5,2.56,2.44,
670400ee337f84c9938db84e3de8d4a82ba3ec62,5,2.48,2.52,
7a29771a743a8b5337af5f3fcd1fbfdfdc5d1b81,11.96,8.54,3.42,
cd1eba043c90da3aee8f5cd51b205b2e2c16f08e,140.7,123.49,17.21,
16e0a5a886c60a648e74afd12c0cbeeb58d6d522,12.51,8.7,3.81,
fb9df27776b116d9e8552c0b7b3109245a9c0d26,12.97,9.18,3.79,
144d38fb9d63a26c99acbd3cc212430d3d688859,11.35,7.89,3.46,
99ff9bb5e0ef261e39cb3c67a2d212f6bbeb99e4,12.85,9.06,3.79,
0cc8c0f3e1230f8a3d6d7ed53523c2045d43ea63,12.84,9.07,3.77,
2e078f1fc0f580bf390c84ebfcd36bcde076eca6,13.15,9.47,3.68,
8d83aace106b6832629a3e05f49d074a4288c8df,11.96,8.55,3.41,
e0dce8a9ae77cd4430db224c3bb056d9d1882e58,29.83,23.88,5.95,
342d3296851dfabd88e9e3909ab45fa16e8139e0,12.9,9.13,3.77,
46a20470fa684c2f1390c91dcc8d5799bdd422c5,5,2.48,2.52,
3624e70508d414ae734c0b51f81839f8b5b1c809,5,2.57,2.43,
ac05ad55fadaac7cdce38f0ea19b2628a9864068,13.04,9.43,3.61,
4919c25d497dcba708074f7d35ea6b43d17f7294,12.96,9.36,3.6,
212b0c28cc54f0a877a17bbeb70e6d013ad96ff7,12.74,8.94,3.8,
f91d1a2a7657a85b46922df4c813fbf8ca3d2bb1,5,2.62,2.38,
dabf6627886c1d21b9fe03c897809eb64ef2ac54,200.38,176.44,23.94,
e81d4ea988c2e35a9cca0ad12516c39608545bc5,12.74,8.94,3.8,
9b7f5ad61172ff71d0dd4a788a23c5803300ab59,12.32,8.55,3.77,
f9d9f9c056d96eccbb75dcbdef2b58f6d2a3edea,204.51,193.87,10.64,
fc59c20e97a196a261d9caeb573ce411a98b8c32,12.74,8.87,3.87,
237fec7e7025e5b517f06398e3a01354eb3035ec,12.74,8.92,3.82,
58ec6674801f07edcf79ba7e6a4a9f17d1a1e13b,13.36,9.64,3.72,
456e02f280ede5e990bcfeb4faf6e6acba13d599,12.42,8.63,3.79,
0f98b2f4ec683fc29bee489cafdbbdc7d59ffa1d,12.29,8.55,3.74,
c1c001e300debcea9ba6630c1a87f56036840c52,5.84,3.35,2.49,
4f6dc3023205e9480bc4bb738bff06bd02d29567,5.93,3.31,2.62,
292fd1155ae502df9aadc343cdbbd5d6b3149090,12.27,8.52,3.75,
9275be383f63441e45ead925c8956b2d1a7768b1,12.57,8.74,3.83,
4b2d92a864f1505f1b08eb639d74293fa32681da,11.23,9.53,1.7,The build files have been changed. Prediction may not be accurate.
b4a3c1bb1194d99efb547120bbff2f4442ef505d,154.45,135,19.45,
4c870904cd1ae7954ea1412d9145ca75b927dc18,150.93,132.08,18.85,
8ed9e8c79ffed28b2e6ee533d3d184c0a748ed48,11.24,7.68,3.56,
0448e758cf9d4dba3c3f8636af850e88597c1821,12.97,9.07,3.9,
1e1e6c1086a494f065313dba73f7ab04078b8185,12.97,9.08,3.89,
4a5a30f716ae260bd89416cda8dbdcc5cf6f2e62,5,2.51,2.49,
be732677f56f4da48f737dc7edd821ec1928515c,141.16,123.23,17.93,
1086507e75580083aef46ad3072e9ff7869c2bc4,12.79,9,3.79,
f62cbfc02230f160e0fd0947d74c4a012eb6232c,211.48,122.84,88.64,The build files have been changed. Prediction may not be accurate.
a0cefc2217adafb6a21d87b66115df6abc9a9cdd,12.7,8.9,3.8,
7f985b35ce599a37144f852903993300e8f1f197,12.7,8.97,3.73,
5d6894746635d19d719fbf15881dbd7fc375d77c,12.7,8.94,3.76,
8c4c16ddf405ecd93b1df682cbbbca1d7cfad9ba,140.46,122.69,17.77,
37fcab17d33b7b5384ec018c3595eb9ec393dc2a,209.7,70.84,138.86,The build files have been changed. Prediction may not be accurate.
037991211d45f400526c8d7f0eb29c940b6e8726,11.32,7.83,3.49,
cc818f5fe402c9c04f2ac1277bacbfe1cebfc2fe,5.89,3.4,2.49,
ad7250ab5324a05456a7d5445edfd3ec26638dba,12.33,8.51,3.82,
202a9c3497e0c0b5789e533509dd8671617ae20c,12.49,8.72,3.77,
56b164a19566a63dda23d48a93b91875d89c9fde,13.48,9.76,3.72,
3c0d38d68b78a6ea9e6ca82012f011075a625a2b,11.21,7.81,3.4,
3bb2e8dfc9eae7c6abd8fbec5fa751ffcb495121,151.28,131.84,19.44,
1233962b54de68bfdf06cfde244693ab7fd3558a,154.77,135.1,19.67,
b36b4941a634af096d21f906caae25ef35161166,209.93,198.02,11.91,
43e8bfca0c687317f96f976586194d26d8e141b4,11.32,7.83,3.49,
8e362161d9554e8a6c1e82f95bff24fc9fdcf9ef,5.89,3.42,2.47,
de04fd13048dd208162573187e4c0d9e7d3428d3,12.86,9.1,3.76,
04662a8667c8bf0a594f0c6db7291066c272ad38,12.86,9.07,3.79,
5ceaeef832fb595d1d5117524937b15c892cbd75,12.86,9.06,3.8,
21809c8c0fdf72b5859faeb1781ff3edc121120a,12.33,8.5,3.83,
363fa1822355021b4b723389d51f63ac263ef30c,12.75,8.88,3.87,
347e4a75ec745e09fa8433f557b363e5e95491cd,12.75,8.85,3.9,
8fdc6701889679d16ac064b481f968807eddbf0f,12.75,8.91,3.84,
4745c08220b90eac741ae3ca1913cbe90c9831ef,12.61,8.77,3.84,
da2217859f1b7cc0a2a3b7d50e70b983ee301a10,5,2.58,2.42,
a0b4e87f445ca00a73db8bf46cc47215a9f14788,5,2.61,2.39,
762437c8495d11879d265965cf24703bf8dbfb5d,5,8.25,-3.25,
ecd265288319c004a862a29c95487a888f62cfc7,5,2.56,2.44,
2d7817887a9f0624f73492d04b2a992545f0beb9,13.15,9.38,3.77,
aef2d0c56dd6d363e51b1c37dc0095054f18098c,5,2.83,2.17,The build files have been changed. Prediction may not be accurate.
b81f3ced716b81ea604876ba1e89b953e0d04813,194.29,172.84,21.45,
32811598f384ac165a812b4dde8fb1ad4df2d420,154.86,135.25,19.61,
ab26dd54337544275ff8bb61eb227aed83a8ed80,205.64,180.23,25.41,
d488d75909a7f5bdc13865a155ea583fcc3cb07f,175.12,154.03,21.09,
f7f0c86a9c7669a5101615622a29d34098ecb7fc,5,2.62,2.38,
45c39bfed487378de5a4b7f977fd74564f29083e,5,2.64,2.36,
613393bc1d52207c22f3fe8dc71c09277f9ac7f7,5,2.5,2.5,
9348af3651afbd554fec35e556cda8add48bd9f8,5,2.52,2.48,
d73cd49799444f9045d44a414c7b35f129844504,209.84,70.82,139.02,The build files have been changed. Prediction may not be accurate.
3ffed912c19c5c24b7302d2ff12f82a6167f1c30,5,2.52,2.48,
8297ea8badef5ae5bdeab85b74780fd70de60247,5,2.53,2.47,
2bc094264b334b8afdbdc1cf35ff5265f0ac3415,16.36,11.9,4.46,
3ad2ef7510b036758d5aa928a6a0a1ac5c29c591,5,2.53,2.47,
b1af57256721fa0198b63585d3bf26265a8736dd,5,2.6,2.4,
1dc70d703e925bf441a12961223c4cb6d1e376bd,5,2.65,2.35,
9d859934c5d097bc23578237d01324eb9b30c0f4,5,2.53,2.47,
f1599649e55a52a8e331ee282ac4c5a03432cb43,5,2.53,2.47,
ea93847a7d6f341c8ed53733c78b8f38f9567bc4,5,8.25,-3.25,
9fe1c1b3e7a8d680e15d861c1ef224f4b7a2ebad,5,2.62,2.38,
58eae7782acbbebb2d6793d4087b6e0a8f61e818,5,2.56,2.44,
605ff1efe76ee26695077b08b96f222cef96efb2,5,2.51,2.49,
7b685eab8821686821c38e398536b0842b0ed131,11.47,7.97,3.5,
846e206146c2f0b6b5321d245004d262c7d585a3,12.26,8.45,3.81,
3bd1618ea955f950f87bc4e452029c5f0cea35aa,11.73,8.26,3.47,
5475be0c1053df95ac560a94b918445411b3639e,5,2.61,2.39,
4c938c246cf3da8db16a2d9cda7209f1d72e37ee,5,2.53,2.47,
69002f726d597c613223ad0ea8e6262b73842f1b,12.13,8.69,3.44,
2e96668f245dba66c3ceedfea7a8ecc565a018e7,5,2.69,2.31,
a7b2b5686aea1199e3cdea7d1c743e087a1e5b1d,5,2.57,2.43,
67c5bbaf03c95df198b2828d5dbf51b010721f11,5,2.48,2.52,
8ab28b448bfc852b61c515c6fe230f23a5c1298b,5,2.61,2.39,
d1f4d4a91a5274a33a0aee0748851bce7fbffa23,13.18,9.44,3.74,
a51a877d2739239e2ab7c72a60a5ecc27ba772f3,11.41,7.93,3.48,
6f752b52e9145986a26a5c6f0bf064a185bb07d2,5,2.52,2.48,
d8a7e093b92bee5b4077968984314afe8bf193db,5,3.07,1.93,
b9a27679ec1555262c0c721ec1793d7acd7766d9,13.23,9.46,3.77,
9acd0ddbf3c0f14e6ae7cb3f7faf4c24767f13b8,23.65,18.75,4.9,
c90f283be33bffde48c244e0478b63fd6798fbcf,13.03,9.23,3.8,
59df5440f3805db3e1d00b86d91a76dcb50412e4,5,2.58,2.42,
2fe992b099bfd3fb121a71b7af43e116b2142b5d,16.08,11.97,4.11,
627854fee1fde93e01f27655b00a9082348ee15f,13.23,9.45,3.78,
97a25d12031b07540c95387cb434ee5c87b82c46,13.25,9.44,3.81,
96675446c5fc9b47265124e479cc300f7a7ced65,13.23,9.44,3.79,
19eb511ba4f4914c1914472132d3601069bef906,209.71,74.58,135.13,The build files have been changed. Prediction may not be accurate.
ee6740aa78d267d9890bc3830a723dbc1eaf303a,11.75,8.37,3.38,
b8a5e22b6b6280ad05dd14cfa920316e85e30d04,209.73,71.69,138.04,The build files have been changed. Prediction may not be accurate.
d19411a76f91d47930ea67d16b30fba55734b449,174.84,153.26,21.58,
4025b5a54fcbe2f5bc4c71e3259bc1af60c99169,209.79,69.64,140.15,The build files have been changed. Prediction may not be accurate.
9c7df09c3bc784d19c206e8c17c3c288368541d1,210.03,69.58,140.45,The build files have been changed. Prediction may not be accurate.
0570adff8074a786023bfb7646e7475af52f88f9,5,2.65,2.35,
20e8b634771f85926a6f9a67e11f13eb01d45bc7,12.18,8.42,3.76,
5a84f84325cbb0a58014348cb5513656432ae25d,11.4,8.14,3.26,
925dca1746b45855ad56dbe219f631200e87c9ff,5,2.55,2.45,
0be6766d9be08bce4901ab3b5d80657070e65ee1,5,2.76,2.24,The build files have been changed. Prediction may not be accurate.
00933dfc9cc525963c6833d3180b593a87bb15bb,11.69,8.26,3.43,
41c0d15a6d680738e80a59e89c1058a97ca922ea,152.92,134.06,18.86,
a62ad79f5c59152d1a52c3b52d969c3c48390cda,11.69,8.18,3.51,
087d75e3c336547fff37a4bc5d33b1ad041485bf,152.92,133.99,18.93,
ebf961a58d540ea40611ad75bc983f5386d3635b,13.31,9.39,3.92,
e773acfe9a0f8cf4d67799f6177997bd8a761ede,5,2.58,2.42,
db3ffe5bf139a664609ab1f7e3715a2da5019805,5,2.53,2.47,
cb3a03e1e2160d4548db3d7b2e55789c05e08225,5,2.56,2.44,
23229bfd0cbd2588402835758238e36407814148,13.16,9.23,3.93,
03db1f455b4265654e237d2ad55464b4113cba8a,13.39,9.47,3.92,
44af2b1c17b5920052a6bb363c62d8452a570a42,11.37,7.87,3.5,
f1f80111c9bb691c658e8657c450845387cbefd1,11.37,7.94,3.43,
401f78652c31a6a9eab68197e1634dcb765eabe6,5,2.5,2.5,
b963565125f0ec2968300ddc80ab7750aa56625c,13.24,9.37,3.87,
3188b8ee791a38ac3dd7e477f30761344442f745,13.24,9.33,3.91,
5644ee5083c5f03e01ee2e4de615c16cfc0dfcd0,13.39,9.45,3.94,
d28639507db2029b8f184a5d93e9d8c28acc1955,13.26,9.34,3.92,
da4927b7fb0213f77d8ca087de6854948487c6ee,5,2.49,2.51,
6e1618560035296f0d92231e241bf29b8d7d213c,5,2.6,2.4,
1387a16bf4eb1859170bd2fa9b9efb9d5169d1e7,5,2.55,2.45,
041e77249af8778db1e37b3ad47c034fa7934e05,5,8.88,-3.88,The build files have been changed. Prediction may not be accurate.
700983c8c9827cb4de93d25757c767d1d5211910,5,8.3,-3.3,
63a5556aa2821b266b2b14b436abaa9f77e73e46,5,2.62,2.38,
7a65d1d3fb86b0ab46a0a425b79985e037cd3b68,207.16,182.4,24.76,
b77fe970dbbc3c1e2bfaca58aade6874f8530885,13.11,9.24,3.87,
4cad3f5e1bc88e626450607ca8c6b59265d7242b,13.23,9.39,3.84,
4a09d0cf7a65cd08d4156eafd80e943712216d49,12.28,8.47,3.81,
f14e2e5c53a5f1113c5e063511b7ea31319f4ccf,209.66,71,138.66,The build files have been changed. Prediction may not be accurate.
b04c565f33edbe7b81b028ba371da93b946f6393,5,5.46,-0.46,The build files have been changed. Prediction may not be accurate.
5ce70917df75f87c89a9b1e9d0583ae4135f0b2c,209.35,71.86,137.49,The build files have been changed. Prediction may not be accurate.
1dec512a66fddfd8b4b265231b00d4f918b16cef,12.63,9.4,3.23,
7fff264777ac9869ff347dd2bb02304e11d83a20,12.38,9.1,3.28,
16721468e5410732f2575be35652ece538587b94,12.09,9.07,3.02,
261250c46e3eab9b54c9cc59b405a69785a65b35,5,2.59,2.41,
976da775cbeff497e922f959f9a35d5e06cfc7a9,5,2.89,2.11,
9f2e3f6b7262a8cae817a4cc12388fcc1bd63bce,200.67,178.49,22.18,
367f36d630afa01b0967547f5a038a1f8f499f45,13.39,9.53,3.86,
123ea70d74e655f7401cf70d364ccfb2b03022a7,13.39,9.54,3.85,
6e382208f72cfd449cf076ac1f1fa340fe6eea0f,13.39,9.54,3.85,
51c91ed53d54efed8f82d5ead200ac5b6ef52a6a,13.39,9.54,3.85,
91ff2ba844a917162307a75afa658571d419701f,13.39,9.56,3.83,
510331bacf803a905577b93f118f5a32bba55bd3,13.39,9.56,3.83,
34ec21fab54ecd964ab7167060b650ab0ff44602,5,2.65,2.35,
591eabcbbcaf3589b004e65c4a11a0d7d18887c8,5,2.61,2.39,
b8a2e08abadda92547ed63881dcfbe779594d03b,5,2.51,2.49,
e5734c37a6f1b0d3ce467e7a5ac11c29c1d5f56a,75.84,65.79,10.05,
516adb99c094fc2c4dcb95f97f9d251d7bba1716,5,2.63,2.37,
587068c969716df2b994362e3133c68d91455d47,12.18,8.45,3.73,
1ab3e3ed3e0c50cc8e747a9617f9412af8a15bdd,12.62,8.99,3.63,
a70265779480e31d575dd2a4f0444bf5a1849c22,5,2.55,2.45,
30d95388e7835487e5ed67334bddc2a45c0846a5,5,2.6,2.4,
36fac0849ceabafb9e2a15045230833e7dbc9e9d,13.29,9.42,3.87,
eb7ffccf44ecb27f581693c4f62ed8d361999817,5,2.52,2.48,
323b1d9c5f20ff46d420bdb63f80f772f9f7fb2f,5,2.58,2.42,
f8341badb87ffc7d48488b95b58efbd1c7747674,12.26,8.54,3.72,
4cbd0d6a602f82f42aa8dc8e83c3daee95134d03,5,2.63,2.37,
42331aa15484dc60561a8848d4696a655ba2d22d,5,2.5,2.5,
c061d6995c594c47f718d73b2419547161e92636,5,2.61,2.39,
a3f567ad56af4e0c3cad8eab591360609ec94b5a,5,2.67,2.33,
91a6ec8d07eb521fc3f9be3bf7b7ae36a6108c88,13.3,9.42,3.88,
b233d7e324e7661c6a487df9362a6503f0acfea5,5,2.55,2.45,
7da3922d051907ccd9b32de140bab217c7665c02,12.97,9.26,3.71,
76c1f78cb92cdbfe46321da2b2d2ecfbfdf32eaa,12.96,9.28,3.68,
50a65cc38a68dcb04f57fb492c83878e5238d15b,12.96,9.23,3.73,
02f9e84709b4e4756f3e512dede3430f3538fbf5,12.31,8.65,3.66,
a6ae52fa132ef2c5468d924945470957a7ef4c42,13.58,9.66,3.92,
d33eae97c99c7dc0df362eba2010ec28ac08058e,5,2.59,2.41,
a228f0ac8031379d3568245e24fb287408cf3a26,5,2.6,2.4,
57d0ec57e43ce9b98a76fc7d07b3b5827481e516,5,2.52,2.48,
e57741791e9bd317a0777ab2eff6b40923f0f854,5,2.57,2.43,
ab9b52e69ce8d3da9bade6f73468736c7b1cec1a,5,2.58,2.42,
a86ef242e4f2907ec1399057f194699f2fe28c94,5,2.54,2.46,
cd0d605b23f9efe247475ba425f811a513a138db,5,2.53,2.47,
f9410b16475828f90d27cee58faa3a78a5f181d2,5,2.59,2.41,
92f6325509007aea2022df2d3f618033480f86dd,5,2.54,2.46,
2aade94fcc768af254e7e169bfabc07477ed7179,5,2.51,2.49,
42baaa88cd20adcce8767fb124682b1b3bd8b0ec,5,2.6,2.4,
01962b4dd1f3ef15e1412a2d1e21ce8e6e68bd1d,5,2.63,2.37,
a76242b35ab6809f7582fd06b8b30c05f82b3934,5,2.52,2.48,
82abb80553e0da9dac512822e72f55281a68d38c,5,2.57,2.43,
ffc248919bc6456a90792a1ea0ecb689b8078791,5,2.57,2.43,
b88ac15e65bf424db69614b6021865afb79a333b,5,2.51,2.49,
2e4700d52babcf06ac01243f650ccdf546561812,5,2.55,2.45,
f1287a9b2f995b8c7ec228cc3b3418670ef92695,5,2.62,2.38,
0344e6cb83b338c8ba23d9ea8aa7a9fffa8d146e,5,2.53,2.47,
b6b0f5f305eab272192f01bd5adb68adaa31c10b,5,2.54,2.46,
b6fc1df022a0326e7c36122b1416061bf796c98f,12.41,8.69,3.72,
8f662e72594acf8e7f874f7670d1421af68c7fc6,209.65,71.29,138.36,The build files have been changed. Prediction may not be accurate.
60a6ae6f0b84f059e33b8c658ef22c3d933db0a2,12.97,9.43,3.54,
fa17536598ac931b811727944d7d74f8f4059820,5,2.63,2.37,
b67dac56e30d8e1ba39d6ddf27ea198cecae6f33,5,2.55,2.45,
3498f29b81b522cf4697ff7384b7538f645a63d4,5,2.58,2.42,
d942c64267ec72c19fa1b74050f238041918a479,12.24,8.48,3.76,
1bfdcc8499f49e197c2f59a94a101b03fad51482,12.24,8.64,3.6,
b995c08bf32cb701b92bd8c98651de2d77cade9e,5,2.53,2.47,
d66e3f57cd5dcc4a2768d40d2a1f1351328ca2fc,5,2.53,2.47,
ee31d492d80821ab72d6dd1c8950353ad12d54d0,12.14,8.42,3.72,
09b618f0a162986e5f449acdb68ed125073f50b0,207.1,182.52,24.58,
fa0f51ddf8357f0dbfe1066befb2f73fa639c1e4,82.59,71.97,10.62,
4a076032cf6629b3c7bd742ddafae2c9dbbcfab4,5,2.61,2.39,
b8aad73af9325307a9cf82544a38d58480bd6ebb,209.35,74.36,134.99,The build files have been changed. Prediction may not be accurate.
8d8a1c205b8eb5b54ea1fc8a2e39197dacb1788b,12.36,8.87,3.49,
c6862451411ae3039029fdd1e3697343fa2aed19,12.36,8.77,3.59,
fc38156cbab15561f3139b2e851668641a6b17af,209.39,70.4,138.99,The build files have been changed. Prediction may not be accurate.
656494a7840cfb6c53c2cb9a27d82f58e2dd6f40,12.23,8.4,3.83,
8c32f7c448593862055a3b8de24514b76da96158,5.2,5.19,0.01,The build files have been changed. Prediction may not be accurate.
ac78d14125a39f1677a5a5d77bb8ab4cb5f2d3c9,12.36,8.72,3.64,
780b48c4cdc97ca5607ba15bc73ce5cc64d67c04,5,2.52,2.48,
5a642651c799906ec67ebb268cbd8148cd774d0a,13.03,9.29,3.74,
ef1ba452b3302e75f767d6160cf8d379af55d90d,152.89,145.58,7.31,
db8455f07d3d58b8d30d35371c0bbd3e342c8960,13.43,9.98,3.45,
c5cd1c5f023c6d03de9e551d0b0fde2d2f383d29,11.65,8.63,3.02,
9874fe3c400f16bbe6769899702a343da525e1d6,12.01,9.09,2.92,
10f96a914d4bdd9a472d304f76e2f1ed6ff47355,5,2.78,2.22,
d624bf4e6673cc989f0d452c6bc2f26b526891c9,12.93,9.56,3.37,
5ee333e4cb0b3d2160fcde7c6b3287fe2a8f079e,13.2,9.58,3.62,
8c858a018d752e06e4a9720735ffc495c3159e20,13.57,11.2,2.37,
5d014a802a4b47fbf5774f613d61b4218a1aa2a2,81.29,76.36,4.93,
61254347b19fa82c53a4f764346b5cb6b2aaf5dc,5,2.68,2.32,
23d8cc57634945d4fcd86eba26e8bdbe1ecf2fa1,5,2.63,2.37,
66116fc272c01a16188b5ce25ab8e88d01d48d92,5,2.56,2.44,
34277d69960960aeeb936629fc4c5326c7414f25,12.35,9.05,3.3,
0993cf6dc08829aa7ef826f26757b36b5f6f92b4,5,3.03,1.97,
a8eedd00a726483cd29a2a5c9660c82438a5d57e,18.02,14.06,3.96,
e02fa68068b05cdc93283af043e735cd19f40fcc,5.89,3.52,2.37,
ff3dee4bf68c7bf971185f7fe6d06e71a71293d9,5,2.7,2.3,
a3660532535f92cfac136435579ed4f23231f48c,12.93,9.36,3.57,
ebaa1de304ccad8cd9b82e5d49f229bf1815d529,5,2.63,2.37,
a0e74f6033e2a5aeab1de175de5bfb28328eb23d,5,2.56,2.44,
66bc9660c44b71c8bff47b4f7e16a801169a9f23,13.12,9.37,3.75,
905e916573a6a714bfbf513df2bb07bb365ca2a8,12.34,8.66,3.68,
b3fcb1442e81d14846a8b5d2e33352ac0f6d48ea,12.34,8.67,3.67,
46cf19c447f50d0aa9a4aee8c58ef2a7da2033ef,5,2.52,2.48,
a2a35870364d925d1217e4973bbcff53fc3c880d,180.97,161.58,19.39,
6b652b1a2e7c6f67e9576e4331da76971d54cc68,12.81,9.27,3.54,
7f195ac956153b06483bd0e78cfd3b5c100413b5,12.3,8.55,3.75,
6e4e1c168c2fa1fea4b449ba7a4b551aa4b6af6e,5,2.64,2.36,
b173244b7d06234ff45027ca277da9dd986b5b37,5,5.2,-0.2,The build files have been changed. Prediction may not be accurate.
3be6ed60aa58095691bd697344765e715a327fc1,213.78,205.97,7.81,
08a3f3f3d2190c7ff393ea13c5a310ba8a13a2e0,14.06,10.2,3.86,
17871e6881beb401eebb8b05eccb01490cfa85b6,13.78,9.91,3.87,
a80e7db1a8f26dc558085844dcb8003edb6eca74,78.18,73.28,4.9,
9c4887027d6bd09f38120b195c677dbe3bc5654b,13.6,10.33,3.27,
c885d42751e35ac8210f889d80e4b059a08d86ae,5,2.93,2.07,
243d740c0430a2fa123c2428bf25ae80768ed633,13.02,9.46,3.56,
2551685cf629b7f34030f146d71d2400825d36f7,13.02,9.27,3.75,
c7e49a324164e80cfa64a1a66c110edde5e93cec,5,2.78,2.22,
0441ae1ccf31ab10c4c65c74ea58012c44106be5,13.78,11.76,2.02,
8520ae3ffa71e2680076fd3fcc1b7350a364ae76,13.23,10.62,2.61,
b65287fea54eea8979914b06ff44adea4bc809cc,5,2.73,2.27,
3cc349b04e76880a9d2f3c3d2195d171e110f66c,13.76,10.04,3.72,
be7de8a7fd0883f8514cf8b532ce1c820f7e35fa,13.57,10.35,3.22,
